source_dataset,source_dataset_redacted,source_name_redaction_reason,identifier_like_filename,source_file_sha256_prefix1mb,variable,dtype,role_guess,missing_rate_sample,nunique_sample,variable_en,standard_name_en,description_en,description_fi,units,coding,notes
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,3.,object,,0.142631,3,3,3,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,4.,object,,0.141046,3,4,4,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,5.,object,,0.142631,3,5,5,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,6.,object,,0.142631,3,6,6,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,7.,object,,0.141046,3,7,7,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,8.,object,,0.141046,8,8,8,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,9.,object,,0.141046,19,9,9,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,10.,object,,0.141046,4,10,10,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,11.,object,,0.142631,7,11,11,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,12.,object,,0.141046,5,12,12,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,13.,object,,0.141046,84,13,13,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,14.,object,,0.141046,83,14,14,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,15.,object,,0.142631,427,15,15,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,16.,object,,0.141046,3,16,16,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,17.,object,,0.141046,5,17,17,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,18.,object,,0.141046,5,18,18,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,19.,object,,0.141046,6,19,19,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,20.,object,,0.141046,5,20,20,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,21.,object,,0.141046,5,21,21,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,22.,object,,0.141046,7,22,22,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,23.,object,,0.141046,5,23,23,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,24.,object,,0.141046,5,24,24,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,25.,object,,0.144216,5,25,25,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,26.,object,,0.141046,5,26,26,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,27.,object,,0.141046,4,27,27,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,28.,object,,0.141046,5,28,28,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,29.,object,,0.141046,3,29,29,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,30.,object,,0.141046,6,30,30,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,31.,object,,0.142631,5,31,31,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,32.,object,,0.142631,4,32,32,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,33.,object,,0.142631,23,33,33,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,34.,object,,0.141046,5,34,34,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,35.,object,,0.142631,36,35,35,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,36.,object,,0.141046,4,36,36,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,37.,object,,0.141046,13,37,37,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,38.,object,,0.141046,22,38,38,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,39.,object,,0.141046,70,39,39,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,40.,object,,0.141046,115,40,40,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,41.,object,,0.141046,106,41,41,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,42.,object,,0.141046,242,42,42,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,43.,object,,0.141046,14,43,43,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,44.,object,,0.141046,13,44,44,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,45.,object,,0.142631,173,45,45,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,46.,object,,0.141046,10,46,46,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,47.,object,,0.141046,14,47,47,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,48.,object,,0.141046,20,48,48,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,49.,object,,0.141046,43,49,49,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,50.,object,,0.141046,46,50,50,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,51.,object,,0.142631,48,51,51,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,52.,object,,0.141046,78,52,52,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,53.,object,,0.141046,8,53,53,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,54.,object,,0.141046,10,54,54,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,55.,object,,0.141046,71,55,55,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,56.,object,,0.144216,5,56,56,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,57.,object,,0.141046,14,57,57,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,58.,object,,0.141046,20,58,58,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,59.,object,,0.141046,59,59,59,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,60.,object,,0.141046,90,60,60,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,61.,object,,0.141046,103,61,61,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,62.,object,,0.141046,187,62,62,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,63.,object,,0.141046,14,63,63,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,64.,object,,0.141046,14,64,64,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,65.,object,,0.141046,155,65,65,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,66.,object,,0.142631,5,66,66,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,[REDACTED_IDENTIFIER],str,identifier,0.0,448,personal_identity_code,personal_identity_code,Inferred from name/role: Direct personal identity code (sensitive). Must be excluded from repo outputs; use pseudonymized linkage id instead.,,,,DIRECT_IDENTIFIER; must_not_be_used_in_repo_outputs
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,IkaNyt,int64,,0.0,39,age_nyt,age_nyt,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,ika_osastolla,int64,,0.0,44,age_osastolla,age_osastolla,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,Kayntipvm,int64,date,0.0,1116,visit_date,visit_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,TapaturmaPaiva,float64,date,0.993254,9,tapaturma_date,tapaturma_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,Kuolinpvm,datetime64[us],date,0.942398,29,death_date,death_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,Kuntakoodi,int64,,0.0,4,kuntakoodi,kuntakoodi,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,KuntaNimi,str,,0.0,4,kunta_nimi,kunta_nimi,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,OsastojaksoAlkuPvm,int64,date,0.0,695,osastojakso_start_date,osastojakso_start_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,OsastojaksoLoppuPvm,int64,date,0.0,706,osastojakso_end_date,osastojakso_end_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,SaapumisSyy,str,,0.0,5,saapumis_syy,saapumis_syy,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,Kopio_Tutkimusaineisto_osastojaksot_2010_2019.xlsx,,0,913592f65203f0f4d6613caa2e5cf772caffc2e9856eb5d52f12d89cdb118d98,PoistumisSyy,str,,0.000519,5,poistumis_syy,poistumis_syy,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,[REDACTED_IDENTIFIER],str,identifier,0.0,390,personal_identity_code,personal_identity_code,Inferred from name/role: Direct personal identity code (sensitive). Must be excluded from repo outputs; use pseudonymized linkage id instead.,,,,DIRECT_IDENTIFIER; must_not_be_used_in_repo_outputs
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,IkaNyt,int64,,0.0,37,age_nyt,age_nyt,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Ika_Kontaktilla,int64,,0.0,43,age_kontaktilla,age_kontaktilla,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Kayntipvm,int64,date,0.0,1407,visit_date,visit_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,TapaturmaPaiva,float64,date,0.9825,17,tapaturma_date,tapaturma_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Kuolinpvm,datetime64[us],date,0.9415,17,death_date,death_date,Inferred from name/role: Event or reference date.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Kuntakoodi,int64,,0.0,5,kuntakoodi,kuntakoodi,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,KuntaNimi,str,,0.0,5,kunta_nimi,kunta_nimi,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Pdgo,str,,0.0,250,pdgo,pdgo,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg1o,str,,0.804,157,sdg1o,sdg1o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg2o,str,,0.9085,70,sdg2o,sdg2o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg3o,str,,0.9625,42,sdg3o,sdg3o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg4o,str,,0.9805,25,sdg4o,sdg4o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg5o,str,,0.9875,19,sdg5o,sdg5o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg6o,str,,0.9935,9,sdg6o,sdg6o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg7o,str,,0.995,8,sdg7o,sdg7o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg8o,str,,0.9965,7,sdg8o,sdg8o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Sdg9o,str,,0.9985,3,sdg9o,sdg9o,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp1,str,,0.652,99,tp1,tp1,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp2,str,,0.93,12,tp2,tp2,Inferred from name/role: Variable requiring domain confirmation.,,,,
Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,Kopio_Tutkimusaineisto_pkl-k├ñynnit_2010_2019.xlsx,,0,da7555bfa21fee6eda819fecae33343a28f081e138d036640ae23ccfdb7a3e68,Tp3,str,,0.9995,1,tp3,tp3,Inferred from name/role: Variable requiring domain confirmation.,,,,
